gene_a	gene_b	weight	abs_weight	edge_type
MMP2	CCDC80	0.811093	0.811093	positive
MMP2	COL12A1	0.712061	0.712061	positive
MMP2	COL15A1	0.709837	0.709837	positive
MMP2	COL16A1	0.756778	0.756778	positive
MMP2	COL6A1	0.706165	0.706165	positive
MMP2	COL6A2	0.782857	0.782857	positive
MMP2	COL6A3	0.869512	0.869512	positive
MMP2	COL8A2	0.724173	0.724173	positive
MMP2	CPZ	0.755464	0.755464	positive
MMP2	CTSK	0.727718	0.727718	positive
MMP2	EMILIN1	0.826153	0.826153	positive
MMP2	FAP	0.719011	0.719011	positive
MMP2	FBN1	0.800572	0.800572	positive
MMP2	FSTL1	0.753639	0.753639	positive
MMP2	HTRA1	0.709168	0.709168	positive
MMP2	LAMA4	0.748692	0.748692	positive
MMP2	LOXL1	0.740733	0.740733	positive
MMP2	LRRC15	0.749009	0.749009	positive
MMP2	MRGPRF	0.796158	0.796158	positive
MMP2	MXRA5	0.798648	0.798648	positive
MMP2	NBL1	0.712206	0.712206	positive
MMP2	OLFML2B	0.70154	0.70154	positive
MMP2	PCOLCE	0.721555	0.721555	positive
MMP2	PLXDC2	0.723096	0.723096	positive
MMP2	SCARF2	0.764808	0.764808	positive
MMP2	SGCD	0.814148	0.814148	positive
MMP2	SPARC	0.788658	0.788658	positive
MMP2	SPON1	0.798833	0.798833	positive
MMP2	SSC5D	0.778475	0.778475	positive
MMP2	TAGLN	0.740131	0.740131	positive
MMP2	THBS2	0.804717	0.804717	positive
MMP2	TIMP2	0.743579	0.743579	positive
MMP2	TIMP3	0.709191	0.709191	positive
MMP2	UNC5B	0.708949	0.708949	positive
C16ORF89	CACNA2D2	0.711599	0.711599	positive
C16ORF89	NAPSA	0.810988	0.810988	positive
C16ORF89	SFTPB	0.75927	0.75927	positive
C16ORF89	SCNN1B	0.713338	0.713338	positive
C16ORF89	SELENBP1	0.763776	0.763776	positive
C16ORF89	ST3GAL5	0.700262	0.700262	positive
FMNL1	RASAL3	0.707048	0.707048	positive
NDUFS8	ANAPC11	0.719991	0.719991	positive
NDUFS8	AURKAIP1	0.748719	0.748719	positive
NDUFS8	GADD45GIP1	0.738787	0.738787	positive
NDUFS8	MRPL55	0.733706	0.733706	positive
NDUFS8	TRAPPC5	0.713202	0.713202	positive
APRT	CTU2	0.7268	0.7268	positive
APRT	RPL13	0.740147	0.740147	positive
BTAF1	NR2C2	0.700773	0.700773	positive
RAB8B	PIK3AP1	0.707694	0.707694	positive
RAB8B	TLR4	0.720547	0.720547	positive
RTN1	ARHGEF6	0.755293	0.755293	positive
RTN1	CD4	0.800361	0.800361	positive
RTN1	ABI3	0.706159	0.706159	positive
RTN1	AOAH	0.702602	0.702602	positive
RTN1	ARHGAP25	0.717234	0.717234	positive
RTN1	ARHGAP30	0.73591	0.73591	positive
RTN1	CD37	0.705928	0.705928	positive
RTN1	CLEC10A	0.727596	0.727596	positive
RTN1	CLEC4A	0.723146	0.723146	positive
RTN1	CSF2RB	0.732493	0.732493	positive
RTN1	CYBB	0.781946	0.781946	positive
RTN1	CYTH4	0.70565	0.70565	positive
RTN1	DOCK2	0.786989	0.786989	positive
RTN1	EVI2B	0.724713	0.724713	positive
RTN1	FGD2	0.729781	0.729781	positive
RTN1	FGL2	0.728827	0.728827	positive
RTN1	GAB3	0.756463	0.756463	positive
RTN1	GGTA1	0.718192	0.718192	positive
RTN1	HCK	0.726763	0.726763	positive
RTN1	HLA-DPA1	0.701358	0.701358	positive
RTN1	IL10RA	0.702026	0.702026	positive
RTN1	IRF8	0.742029	0.742029	positive
RTN1	ITGB2	0.722399	0.722399	positive
RTN1	LAPTM5	0.711756	0.711756	positive
RTN1	LCP2	0.724598	0.724598	positive
RTN1	LPXN	0.726139	0.726139	positive
RTN1	LY86	0.700985	0.700985	positive
RTN1	MNDA	0.786628	0.786628	positive
RTN1	MPEG1	0.718359	0.718359	positive
RTN1	MYO1F	0.731943	0.731943	positive
RTN1	NFAM1	0.727432	0.727432	positive
RTN1	PIK3R5	0.701106	0.701106	positive
RTN1	PLEK	0.747643	0.747643	positive
RTN1	PLEKHO2	0.711708	0.711708	positive
RTN1	PTPRO	0.773852	0.773852	positive
RTN1	AP1S2	0.703662	0.703662	positive
RTN1	CD80	0.710741	0.710741	positive
RTN1	DOCK10	0.703838	0.703838	positive
RTN1	DOCK8	0.706884	0.706884	positive
RTN1	ITGAM	0.736871	0.736871	positive
RTN1	NLRP3	0.743722	0.743722	positive
RTN1	P2RX7	0.741884	0.741884	positive
RTN1	PTGER4	0.713337	0.713337	positive
RTN1	SELPLG	0.724055	0.724055	positive
RTN1	SLCO2B1	0.738543	0.738543	positive
RTN1	SNX20	0.782011	0.782011	positive
RTN1	SPN	0.765828	0.765828	positive
RTN1	TLR4	0.728787	0.728787	positive
RTN1	TLR7	0.770938	0.770938	positive
HAGH	NUBP2	0.715092	0.715092	positive
C1QA	CD4	0.821671	0.821671	positive
C1QA	ABI3	0.845548	0.845548	positive
C1QA	ADAP2	0.718379	0.718379	positive
C1QA	AOAH	0.80334	0.80334	positive
C1QA	ARHGAP30	0.719066	0.719066	positive
C1QA	ARHGAP9	0.717567	0.717567	positive
C1QA	BIN2	0.74535	0.74535	positive
C1QA	ACP5	0.766327	0.766327	positive
C1QA	ALOX5	0.706641	0.706641	positive
C1QA	APOC1	0.752369	0.752369	positive
C1QA	APOE	0.75159	0.75159	positive
C1QA	BCL2A1	0.749303	0.749303	positive
C1QA	C5AR1	0.711721	0.711721	positive
C1QA	CCL4	0.714867	0.714867	positive
C1QA	CCR1	0.740286	0.740286	positive
C1QA	CCR5	0.734796	0.734796	positive
C1QA	CD14	0.842952	0.842952	positive
C1QA	CD300A	0.7536	0.7536	positive
C1QA	CD300LF	0.790309	0.790309	positive
C1QA	CD37	0.760764	0.760764	positive
C1QA	CD52	0.736352	0.736352	positive
C1QA	CD68	0.810201	0.810201	positive
C1QA	CD72	0.77075	0.77075	positive
C1QA	CD80	0.764312	0.764312	positive
C1QA	CLEC10A	0.736763	0.736763	positive
C1QA	CLEC4A	0.750503	0.750503	positive
C1QA	CMKLR1	0.792649	0.792649	positive
C1QA	CORO1A	0.715613	0.715613	positive
C1QA	CSF2RB	0.713551	0.713551	positive
C1QA	CYBB	0.813487	0.813487	positive
C1QA	CYTH4	0.826606	0.826606	positive
C1QA	DNAJC5B	0.746387	0.746387	positive
C1QA	DOCK2	0.731214	0.731214	positive
C1QA	DOK3	0.724131	0.724131	positive
C1QA	DPEP2	0.754073	0.754073	positive
C1QA	EMP3	0.714449	0.714449	positive
C1QA	EVI2A	0.748813	0.748813	positive
C1QA	EVI2B	0.73377	0.73377	positive
C1QA	FAM78A	0.717885	0.717885	positive
C1QA	FCER1G	0.902717	0.902717	positive
C1QA	FCGR1A	0.897383	0.897383	positive
C1QA	FCGR3A	0.854071	0.854071	positive
C1QA	FERMT3	0.861364	0.861364	positive
C1QA	FGD2	0.781625	0.781625	positive
C1QA	FGL2	0.712975	0.712975	positive
C1QA	FGR	0.817129	0.817129	positive
C1QA	FOLR2	0.724422	0.724422	positive
C1QA	GGTA1	0.720816	0.720816	positive
C1QA	GIMAP1	0.77068	0.77068	positive
C1QA	GIMAP4	0.792013	0.792013	positive
C1QA	GIMAP5	0.788973	0.788973	positive
C1QA	GLIPR2	0.728489	0.728489	positive
C1QA	GMFG	0.797719	0.797719	positive
C1QA	HCK	0.826235	0.826235	positive
C1QA	HCST	0.859107	0.859107	positive
C1QA	HK3	0.831657	0.831657	positive
C1QA	HLA-DMB	0.757737	0.757737	positive
C1QA	HLA-DPA1	0.720761	0.720761	positive
C1QA	HLA-DPB1	0.733801	0.733801	positive
C1QA	HLA-DRA	0.745714	0.745714	positive
C1QA	HVCN1	0.702428	0.702428	positive
C1QA	IFI30	0.861424	0.861424	positive
C1QA	IL10RA	0.775186	0.775186	positive
C1QA	IL12RB1	0.800638	0.800638	positive
C1QA	IL4I1	0.722948	0.722948	positive
C1QA	IRF8	0.728386	0.728386	positive
C1QA	ITGAL	0.716471	0.716471	positive
C1QA	ITGAM	0.741989	0.741989	positive
C1QA	ITGAX	0.743045	0.743045	positive
C1QA	ITGB2	0.811769	0.811769	positive
C1QA	KCNAB2	0.718858	0.718858	positive
C1QA	LAPTM5	0.890275	0.890275	positive
C1QA	LAT2	0.705908	0.705908	positive
C1QA	LCP2	0.799757	0.799757	positive
C1QA	LILRA6	0.764518	0.764518	positive
C1QA	LILRB2	0.857444	0.857444	positive
C1QA	LILRB3	0.797568	0.797568	positive
C1QA	LILRB4	0.826785	0.826785	positive
C1QA	LILRB5	0.720013	0.720013	positive
C1QA	LPXN	0.792682	0.792682	positive
C1QA	LST1	0.807608	0.807608	positive
C1QA	LY86	0.788121	0.788121	positive
C1QA	MNDA	0.78649	0.78649	positive
C1QA	MPEG1	0.751634	0.751634	positive
C1QA	MS4A4A	0.846928	0.846928	positive
C1QA	MS4A7	0.77831	0.77831	positive
C1QA	MSR1	0.773206	0.773206	positive
C1QA	MYO1F	0.839998	0.839998	positive
C1QA	NCF1	0.817505	0.817505	positive
C1QA	NCF1C	0.733793	0.733793	positive
C1QA	NCF2	0.742312	0.742312	positive
C1QA	NCF4	0.769327	0.769327	positive
C1QA	NFAM1	0.834656	0.834656	positive
C1QA	OSCAR	0.798527	0.798527	positive
C1QA	PARVG	0.744732	0.744732	positive
C1QA	PIK3AP1	0.777334	0.777334	positive
C1QA	PIK3R5	0.756757	0.756757	positive
C1QA	PLEK	0.814895	0.814895	positive
C1QA	PLEKHO2	0.828685	0.828685	positive
C1QA	PRAM1	0.735425	0.735425	positive
C1QA	PSTPIP1	0.768373	0.768373	positive
C1QA	PTPN7	0.700674	0.700674	positive
C1QA	PTPRO	0.751753	0.751753	positive
C1QA	SAMSN1	0.721098	0.721098	positive
C1QA	SELPLG	0.80559	0.80559	positive
C1QA	SIGLEC1	0.777821	0.777821	positive
C1QA	SIGLEC10	0.751827	0.751827	positive
C1QA	SIRPB2	0.743202	0.743202	positive
C1QA	SLA	0.76669	0.76669	positive
C1QA	SLAMF8	0.870059	0.870059	positive
C1QA	SLC15A3	0.819525	0.819525	positive
C1QA	SLC1A3	0.71071	0.71071	positive
C1QA	SLC31A2	0.796243	0.796243	positive
C1QA	SLC7A7	0.796214	0.796214	positive
C1QA	SLCO2B1	0.780508	0.780508	positive
C1QA	SNX20	0.749447	0.749447	positive
C1QA	STAC3	0.851392	0.851392	positive
C1QA	STX11	0.787228	0.787228	positive
C1QA	TLR4	0.73031	0.73031	positive
C1QA	TLR7	0.704247	0.704247	positive
C1QA	TNFSF13B	0.749383	0.749383	positive
C1QA	TREM2	0.770549	0.770549	positive
C1QA	TRPV2	0.824207	0.824207	positive
C1QA	TYROBP	0.914207	0.914207	positive
C1QA	VSIG4	0.839959	0.839959	positive
TRPV2	FGD5	0.707107	0.707107	positive
TRPV2	GIMAP8	0.70229	0.70229	positive
TRPV2	ZEB2	0.763075	0.763075	positive
TRPV2	ARHGEF6	0.71269	0.71269	positive
TRPV2	CD4	0.842114	0.842114	positive
TRPV2	ABI3	0.796923	0.796923	positive
TRPV2	AOAH	0.724373	0.724373	positive
TRPV2	ARHGAP25	0.716316	0.716316	positive
TRPV2	ARHGAP30	0.759236	0.759236	positive
TRPV2	BIN2	0.719396	0.719396	positive
TRPV2	CCR5	0.702675	0.702675	positive
TRPV2	CD14	0.738925	0.738925	positive
TRPV2	CD300LF	0.784111	0.784111	positive
TRPV2	CD37	0.773712	0.773712	positive
TRPV2	CD52	0.726986	0.726986	positive
TRPV2	CLEC4A	0.724816	0.724816	positive
TRPV2	CMKLR1	0.765146	0.765146	positive
TRPV2	CSF2RB	0.789204	0.789204	positive
TRPV2	CYBB	0.807293	0.807293	positive
TRPV2	CYTH4	0.800237	0.800237	positive
TRPV2	DOCK2	0.781366	0.781366	positive
TRPV2	DOK3	0.707281	0.707281	positive
TRPV2	DPEP2	0.754823	0.754823	positive
TRPV2	EVI2A	0.703623	0.703623	positive
TRPV2	EVI2B	0.759197	0.759197	positive
TRPV2	FAM78A	0.730413	0.730413	positive
TRPV2	FCER1G	0.786143	0.786143	positive
TRPV2	FCGR1A	0.755421	0.755421	positive
TRPV2	FCGR3A	0.749671	0.749671	positive
TRPV2	FERMT3	0.853704	0.853704	positive
TRPV2	FGD2	0.767071	0.767071	positive
TRPV2	FGR	0.832002	0.832002	positive
TRPV2	GGTA1	0.708379	0.708379	positive
TRPV2	GIMAP1	0.766752	0.766752	positive
TRPV2	GIMAP4	0.775801	0.775801	positive
TRPV2	GIMAP5	0.727636	0.727636	positive
TRPV2	GIMAP6	0.738572	0.738572	positive
TRPV2	GMFG	0.753812	0.753812	positive
TRPV2	HCK	0.818831	0.818831	positive
TRPV2	HCST	0.744739	0.744739	positive
TRPV2	HK3	0.797422	0.797422	positive
TRPV2	HVCN1	0.711768	0.711768	positive
TRPV2	IFI30	0.757635	0.757635	positive
TRPV2	IL10RA	0.773881	0.773881	positive
TRPV2	IL12RB1	0.747491	0.747491	positive
TRPV2	IRF8	0.755167	0.755167	positive
TRPV2	ITGAL	0.725443	0.725443	positive
TRPV2	ITGAX	0.755793	0.755793	positive
TRPV2	ITGB2	0.787064	0.787064	positive
TRPV2	KCNAB2	0.748217	0.748217	positive
TRPV2	LAPTM5	0.832433	0.832433	positive
TRPV2	LCP2	0.781726	0.781726	positive
TRPV2	LILRB2	0.758355	0.758355	positive
TRPV2	LILRB4	0.722929	0.722929	positive
TRPV2	LPXN	0.779705	0.779705	positive
TRPV2	LST1	0.724893	0.724893	positive
TRPV2	LY86	0.746142	0.746142	positive
TRPV2	MFNG	0.70375	0.70375	positive
TRPV2	MNDA	0.798581	0.798581	positive
TRPV2	MPEG1	0.765209	0.765209	positive
TRPV2	MS4A4A	0.790185	0.790185	positive
TRPV2	MYO1F	0.824281	0.824281	positive
TRPV2	NCF1	0.733363	0.733363	positive
TRPV2	NFAM1	0.789367	0.789367	positive
TRPV2	OSCAR	0.810449	0.810449	positive
TRPV2	PARVG	0.711094	0.711094	positive
TRPV2	PIK3AP1	0.799364	0.799364	positive
TRPV2	PIK3R5	0.772868	0.772868	positive
TRPV2	PLEK	0.79856	0.79856	positive
TRPV2	PLEKHO2	0.843862	0.843862	positive
TRPV2	PRAM1	0.760217	0.760217	positive
TRPV2	PSTPIP1	0.707977	0.707977	positive
TRPV2	PTPRO	0.767366	0.767366	positive
TRPV2	SELPLG	0.846827	0.846827	positive
TRPV2	SIGLEC1	0.739173	0.739173	positive
TRPV2	SIRPB2	0.76024	0.76024	positive
TRPV2	SLA	0.731153	0.731153	positive
TRPV2	SLAMF8	0.783391	0.783391	positive
TRPV2	SLC15A3	0.820288	0.820288	positive
TRPV2	SLC7A7	0.788545	0.788545	positive
TRPV2	SLCO2B1	0.829604	0.829604	positive
TRPV2	SNX20	0.770627	0.770627	positive
TRPV2	SPN	0.771502	0.771502	positive
TRPV2	STAC3	0.759197	0.759197	positive
TRPV2	STX11	0.773133	0.773133	positive
TRPV2	TAGAP	0.706653	0.706653	positive
TRPV2	TREM2	0.702125	0.702125	positive
TRPV2	ACP5	0.732968	0.732968	positive
TRPV2	ALOX5	0.755917	0.755917	positive
TRPV2	ALOX5AP	0.707038	0.707038	positive
TRPV2	BCL2A1	0.704573	0.704573	positive
TRPV2	C5AR1	0.709248	0.709248	positive
TRPV2	CCR1	0.723795	0.723795	positive
TRPV2	CD68	0.835455	0.835455	positive
TRPV2	CD80	0.750018	0.750018	positive
TRPV2	DAB2	0.715583	0.715583	positive
TRPV2	EMILIN2	0.742396	0.742396	positive
TRPV2	EMP3	0.711153	0.711153	positive
TRPV2	FOLR2	0.724266	0.724266	positive
TRPV2	GLIPR2	0.728787	0.728787	positive
TRPV2	GNAI2	0.732573	0.732573	positive
TRPV2	ITGAM	0.80105	0.80105	positive
TRPV2	LILRA6	0.756893	0.756893	positive
TRPV2	LILRB3	0.777691	0.777691	positive
TRPV2	LILRB5	0.708708	0.708708	positive
TRPV2	MRC1	0.753607	0.753607	positive
TRPV2	MS4A7	0.752248	0.752248	positive
TRPV2	MSR1	0.758364	0.758364	positive
TRPV2	NCF2	0.780334	0.780334	positive
TRPV2	PTAFR	0.72285	0.72285	positive
TRPV2	RASGRP4	0.730614	0.730614	positive
TRPV2	SAMHD1	0.700119	0.700119	positive
TRPV2	SIGLEC5	0.718868	0.718868	positive
TRPV2	SIRPB1	0.750035	0.750035	positive
TRPV2	SLC31A2	0.737907	0.737907	positive
TRPV2	SLC37A2	0.718391	0.718391	positive
TRPV2	STK10	0.746647	0.746647	positive
TRPV2	TLR4	0.770691	0.770691	positive
TRPV2	TYROBP	0.804394	0.804394	positive
TRPV2	VSIG4	0.783362	0.783362	positive
TRPV2	WIPF1	0.719476	0.719476	positive
TACC3	ANLN	0.742214	0.742214	positive
TACC3	ARHGAP11A	0.738559	0.738559	positive
TACC3	ASF1B	0.759531	0.759531	positive
TACC3	AURKA	0.736097	0.736097	positive
TACC3	BIRC5	0.783903	0.783903	positive
TACC3	CCNB1	0.760338	0.760338	positive
TACC3	CDC45	0.781086	0.781086	positive
TACC3	CDC6	0.75543	0.75543	positive
TACC3	CDK1	0.715455	0.715455	positive
TACC3	CDKN3	0.738198	0.738198	positive
TACC3	CDT1	0.790269	0.790269	positive
TACC3	CENPF	0.751182	0.751182	positive
TACC3	CENPW	0.737003	0.737003	positive
TACC3	CHEK1	0.732434	0.732434	positive
TACC3	DTL	0.70448	0.70448	positive
TACC3	EME1	0.772573	0.772573	positive
TACC3	FOXM1	0.819955	0.819955	positive
TACC3	IQGAP3	0.734397	0.734397	positive
TACC3	KIF20A	0.768874	0.768874	positive
TACC3	KPNA2	0.748005	0.748005	positive
TACC3	LMNB1	0.727614	0.727614	positive
TACC3	MCM2	0.710422	0.710422	positive
TACC3	MKI67	0.753636	0.753636	positive
TACC3	MYBL2	0.819308	0.819308	positive
TACC3	NCAPG2	0.711819	0.711819	positive
TACC3	NUF2	0.749034	0.749034	positive
TACC3	NUSAP1	0.745566	0.745566	positive
TACC3	PKMYT1	0.831942	0.831942	positive
TACC3	POC1A	0.703638	0.703638	positive
TACC3	RACGAP1	0.701503	0.701503	positive
TACC3	SHCBP1	0.759654	0.759654	positive
TACC3	SPAG5	0.818691	0.818691	positive
TACC3	CENPM	0.728029	0.728029	positive
TACC3	CHAF1A	0.722466	0.722466	positive
TACC3	E2F1	0.702289	0.702289	positive
TACC3	E2F2	0.718754	0.718754	positive
TACC3	PSMC3IP	0.712783	0.712783	positive
TACC3	PSRC1	0.726208	0.726208	positive
TACC3	TK1	0.750815	0.750815	positive
TACC3	TOP2A	0.744206	0.744206	positive
TACC3	TRAIP	0.713143	0.713143	positive
TACC3	TRIP13	0.721307	0.721307	positive
TACC3	TROAP	0.826883	0.826883	positive
TACC3	UBE2C	0.776911	0.776911	positive
TACC3	UBE2S	0.733428	0.733428	positive
TACC3	UHRF1	0.793128	0.793128	positive
TACC3	ZWINT	0.760644	0.760644	positive
UBE2L6	APOBEC3G	0.739533	0.739533	positive
UBE2L6	GBP1	0.776772	0.776772	positive
UBE2L6	PSMB9	0.853586	0.853586	positive
UBE2L6	ETV7	0.709974	0.709974	positive
UBE2L6	HCP5	0.712734	0.712734	positive
UBE2L6	HLA-B	0.74276	0.74276	positive
UBE2L6	IFIT3	0.705588	0.705588	positive
UBE2L6	IRF1	0.705584	0.705584	positive
UBE2L6	PSMB8	0.761594	0.761594	positive
UBE2L6	STAT1	0.714403	0.714403	positive
UBE2L6	TAP1	0.788743	0.788743	positive
UBE2L6	TAP2	0.701379	0.701379	positive
IFI27	MX1	0.709831	0.709831	positive
IFI27	IFI6	0.754299	0.754299	positive
FKBP8	COPE	0.730835	0.730835	positive
FKBP8	CCDC124	0.798091	0.798091	positive
FKBP8	SSBP4	0.712602	0.712602	positive
RASSF4	ABI3	0.721092	0.721092	positive
RASSF4	ARHGAP9	0.747531	0.747531	positive
RASSF4	CYTH4	0.711495	0.711495	positive
RASSF4	FERMT3	0.703904	0.703904	positive
RASSF4	FGD2	0.74061	0.74061	positive
RASSF4	ITGAX	0.731441	0.731441	positive
RASSF4	MYO1F	0.757445	0.757445	positive
RASSF4	PARVG	0.731464	0.731464	positive
PPIA	PSMA2	0.777278	0.777278	positive
PPIA	DDX56	0.766555	0.766555	positive
PPIA	TBRG4	0.711761	0.711761	positive
DPEP2	ARHGEF6	0.700527	0.700527	positive
DPEP2	CD4	0.785774	0.785774	positive
DPEP2	IL16	0.71949	0.71949	positive
DPEP2	ABI3	0.706807	0.706807	positive
DPEP2	ARHGAP15	0.715024	0.715024	positive
DPEP2	ARHGAP25	0.726747	0.726747	positive
DPEP2	ARHGAP30	0.740119	0.740119	positive
DPEP2	BIN2	0.720406	0.720406	positive
DPEP2	CD300LF	0.808582	0.808582	positive
DPEP2	CD37	0.832453	0.832453	positive
DPEP2	CD52	0.79735	0.79735	positive
DPEP2	CLEC10A	0.725821	0.725821	positive
DPEP2	CMKLR1	0.709361	0.709361	positive
DPEP2	CYBB	0.700247	0.700247	positive
DPEP2	CYTH4	0.704209	0.704209	positive
DPEP2	DOCK2	0.730582	0.730582	positive
DPEP2	ACP5	0.792876	0.792876	positive
DPEP2	ALOX5	0.719761	0.719761	positive
DPEP2	APOC1	0.732538	0.732538	positive
DPEP2	CD68	0.73028	0.73028	positive
DPEP2	CYP27A1	0.70392	0.70392	positive
DPEP2	DNAJC5B	0.755977	0.755977	positive
DPEP2	EVI2B	0.745938	0.745938	positive
DPEP2	FAM78A	0.71086	0.71086	positive
DPEP2	FERMT3	0.748411	0.748411	positive
DPEP2	FGD2	0.79338	0.79338	positive
DPEP2	FGR	0.838969	0.838969	positive
DPEP2	FOLR2	0.731426	0.731426	positive
DPEP2	GGTA1	0.773926	0.773926	positive
DPEP2	GIMAP1	0.737593	0.737593	positive
DPEP2	GMFG	0.773066	0.773066	positive
DPEP2	GYPC	0.738125	0.738125	positive
DPEP2	HCK	0.702414	0.702414	positive
DPEP2	HCST	0.700711	0.700711	positive
DPEP2	HLA-DMB	0.732231	0.732231	positive
DPEP2	HLA-DOA	0.707623	0.707623	positive
DPEP2	HLA-DPA1	0.707341	0.707341	positive
DPEP2	HLA-DPB1	0.753011	0.753011	positive
DPEP2	HLA-DRA	0.719095	0.719095	positive
DPEP2	HVCN1	0.717632	0.717632	positive
DPEP2	IL10RA	0.74468	0.74468	positive
DPEP2	IRF8	0.773113	0.773113	positive
DPEP2	ITGAL	0.706375	0.706375	positive
DPEP2	ITGAM	0.703022	0.703022	positive
DPEP2	ITGAX	0.756506	0.756506	positive
DPEP2	ITGB2	0.724365	0.724365	positive
DPEP2	KCNAB2	0.733127	0.733127	positive
DPEP2	KLHL6	0.717017	0.717017	positive
DPEP2	LAPTM5	0.759431	0.759431	positive
DPEP2	LILRB3	0.702701	0.702701	positive
DPEP2	LILRB5	0.713651	0.713651	positive
DPEP2	LPXN	0.746334	0.746334	positive
DPEP2	LST1	0.717334	0.717334	positive
DPEP2	LY86	0.83254	0.83254	positive
DPEP2	MNDA	0.738394	0.738394	positive
DPEP2	MPEG1	0.743723	0.743723	positive
DPEP2	MS4A4A	0.763664	0.763664	positive
DPEP2	MS4A7	0.818596	0.818596	positive
DPEP2	MSR1	0.716756	0.716756	positive
DPEP2	MYO1F	0.786791	0.786791	positive
DPEP2	NCF1	0.701611	0.701611	positive
DPEP2	NCF4	0.743598	0.743598	positive
DPEP2	NFAM1	0.773774	0.773774	positive
DPEP2	OLR1	0.711469	0.711469	positive
DPEP2	OSCAR	0.814702	0.814702	positive
DPEP2	PARVG	0.79541	0.79541	positive
DPEP2	PIK3R5	0.803653	0.803653	positive
DPEP2	PLEK	0.717111	0.717111	positive
DPEP2	PLEKHO2	0.73259	0.73259	positive
DPEP2	PRAM1	0.789956	0.789956	positive
DPEP2	PTGDS	0.700487	0.700487	positive
DPEP2	PTPRO	0.712894	0.712894	positive
DPEP2	RASGRP2	0.73429	0.73429	positive
DPEP2	RASGRP4	0.747408	0.747408	positive
DPEP2	RCSD1	0.703862	0.703862	positive
DPEP2	SELPLG	0.781466	0.781466	positive
DPEP2	SIGLEC1	0.746067	0.746067	positive
DPEP2	SIRPB2	0.715739	0.715739	positive
DPEP2	SLA	0.701115	0.701115	positive
DPEP2	SLC15A3	0.760697	0.760697	positive
DPEP2	SLCO2B1	0.765302	0.765302	positive
DPEP2	SPN	0.737762	0.737762	positive
DPEP2	STAC3	0.728946	0.728946	positive
DPEP2	STX11	0.767132	0.767132	positive
DPEP2	TLR4	0.700307	0.700307	positive
DPEP2	TLR7	0.714067	0.714067	positive
DPEP2	TREM2	0.764309	0.764309	positive
DPEP2	TYROBP	0.793726	0.793726	positive
DPEP2	VSIG4	0.728541	0.728541	positive
RPL35	RPL36	0.844903	0.844903	positive
RPL35	RPL13	0.738078	0.738078	positive
RPL35	RPL24	0.805759	0.805759	positive
RPL35	RPLP0	0.714299	0.714299	positive
RPL35	RPS18	0.760018	0.760018	positive
RPL35	RPS5	0.743703	0.743703	positive
